"","i","j","day_diff","idx_diff"
"43525",296,160,7.77452010824585,136
"43526",296,161,6.44206715704311,135
"43527",296,162,5.84591779061508,134
"43528",296,163,4.80464324061715,133
"43529",296,164,7.52168083435349,132
"43530",296,165,6.78896506598189,131
"43531",296,166,5.64129822125062,130
"43532",296,167,4.82104359018513,129
"43533",296,168,3.76610459613452,128
"43534",296,169,4.67289215846737,127
"43535",296,170,4.50532073705977,126
"43536",296,171,3.8356672101198,125
"43537",296,172,4.95199659723974,124
"43538",296,173,5.9971985484813,123
"43539",296,174,6.8907011182089,122
"43540",296,175,6.88457888222426,121
"43541",296,176,7.09188238753238,120
"43542",296,177,5.42257924858861,119
"43543",296,178,4.476913590138,118
"43544",296,179,6.1037463790684,117
"43545",296,180,7.87549571819781,116
"43546",296,181,6.99488917570588,115
"43547",296,182,6.44345859912626,114
"43548",296,183,6.54961491749955,113
"43549",296,184,6.45260356576543,112
"43550",296,185,5.24854048939504,111
"43551",296,186,6.23061639140341,110
"43552",296,187,5.34761797241538,109
"43553",296,188,6.08185120008959,108
"43554",296,189,6.15508622461531,107
"43555",296,190,6.07449608670765,106
"43556",296,191,6.94377033031042,105
"43557",296,192,8.54983301761131,104
"43558",296,193,8.16600700441825,103
"43559",296,194,6.08857139750198,102
"43560",296,195,7.39805863290095,101
"43561",296,196,5.6820415540973,100
"43562",296,197,6.30266298482944,99
"43563",296,198,7.21195153874548,98
"43564",296,199,7.12104729999735,97
"43565",296,200,6.79242153231639,96
"43566",296,201,6.18200912053586,95
"43567",296,202,9.10869915609209,94
"43568",296,203,8.95544778989858,93
"43569",296,204,8.82115381705128,92
"43570",296,205,8.80491006957001,91
"43571",296,206,5.52584628104284,90
"43572",296,207,7.53776995623212,89
"43573",296,208,8.13438875271225,88
"43574",296,209,7.73144903299381,87
"43575",296,210,8.76806436275614,86
"43576",296,211,8.19018900838105,85
"43577",296,212,8.06328271562331,84
"43578",296,213,7.01643887798465,83
"43579",296,214,8.12316411230559,82
"43580",296,215,5.60947140756997,81
"43581",296,216,5.68720665306407,80
"43582",296,217,6.01223924927625,79
"43583",296,218,6.27683243121667,78
"43584",296,219,6.61019438733582,77
"43585",296,220,7.20010846888639,76
"43586",296,221,7.18210289880233,75
"43587",296,222,8.10895677006149,74
"43588",296,223,7.05597803885342,73
"43589",296,224,6.65010564468233,72
"43590",296,225,5.50606426645912,71
"43591",296,226,5.70414710523437,70
"43592",296,227,5.06362963926218,69
"43593",296,228,6.84605262308554,68
"43594",296,229,6.03072878842422,67
"43595",296,230,6.58461740295802,66
"43596",296,231,4.38803544136908,65
"43597",296,232,4.54295490250421,64
"43598",296,233,6.63316658275304,63
"43599",296,234,7.96532889265385,62
"43600",296,235,5.80089090781627,61
"43601",296,236,6.61588395211865,60
"43602",296,237,5.62397224759011,59
"43603",296,238,4.55500156173258,58
"43604",296,239,8.11072970243808,57
"43605",296,240,7.88381485002161,56
"43606",296,241,5.33768131371661,55
"43607",296,242,4.69137748482167,54
"43608",296,243,4.52857223259221,53
"43609",296,244,4.65827282396321,52
"43610",296,245,3.86324002553209,51
"43611",296,246,5.02838930369859,50
"43612",296,247,5.71612147934367,49
"43613",296,248,5.41518587426509,48
"43614",296,249,5.80867370091145,47
"43615",296,250,3.3804661980841,46
"43616",296,251,4.90958895942392,45
"43617",296,252,4.15948938880444,44
"43618",296,253,4.08597879484551,43
"43619",296,254,3.7079193323371,42
"43620",296,255,3.66255990193789,41
"43621",296,256,3.96338438077835,40
"43622",296,257,4.81345206034848,39
"43623",296,258,4.78159950002104,38
"43624",296,259,2.5506264932579,37
"43625",296,260,2.32491682798532,36
"43626",296,261,2.54989473202195,35
"43627",296,262,2.93116154316359,34
"43628",296,263,3.35465495786073,33
"43629",296,264,3.38565141047453,32
"43630",296,265,3.81006774773695,31
"43631",296,266,3.60287894500008,30
"43632",296,267,3.61452526582572,29
"43633",296,268,4.00723097053852,28
"43634",296,269,3.82762833185694,27
"43635",296,270,3.91615804655886,26
"43636",296,271,4.07701864607334,25
"43637",296,272,3.94118128116835,24
"43638",296,273,4.19798939373626,23
"43639",296,274,2.75956735833854,22
"43640",296,275,3.30062034274618,21
"43641",296,276,0.880075654595658,20
"43642",296,277,2.49089182841231,19
"43643",296,278,3.50075072870447,18
"43644",296,279,2.30271915055567,17
"43645",296,280,2.84506767153095,16
"43646",296,281,2.58796893093312,15
"43647",296,282,2.36764955919382,14
"43648",296,283,2.93722033827129,13
"43649",296,284,3.21904211238333,12
"43650",296,285,4.73726081060757,11
"43651",296,286,3.89520680555741,10
"43652",296,287,3.69291894445323,9
"43653",296,288,5.15365808803095,8
"43654",296,289,5.51731535226071,7
"43655",296,290,3.64418531386676,6
"43656",296,291,2.18741354895076,5
"43657",296,292,4.53176919945107,4
"43658",296,293,5.68885995410642,3
"43659",296,294,2.73089933800282,2
"43660",296,295,0.898694731513543,1
"43661",297,1,2.42898339348377,296
"43662",297,2,4.03436369331112,295
"43663",297,3,8.69138164419196,294
"43664",297,4,6.11336678400904,293
"43665",297,5,7.18649483563917,292
"43666",297,6,6.06422770887419,291
"43667",297,7,6.8980963559128,290
"43668",297,8,8.75174454359842,289
"43669",297,9,11.4914365392985,288
"43670",297,10,8.74323288632759,287
"43671",297,11,5.33916235231273,286
"43672",297,12,8.84696726439445,285
"43673",297,13,9.83832103892945,284
"43674",297,14,6.44942265404017,283
"43675",297,15,6.05992147220491,282
"43676",297,16,6.80394277098776,281
"43677",297,17,7.53595142693211,280
"43678",297,18,4.95945115692473,279
"43679",297,19,4.18725184826221,278
"43680",297,20,6.16397128207423,277
"43681",297,21,10.4839092642293,276
"43682",297,22,9.90965823149715,275
"43683",297,23,10.283448581304,274
"43684",297,24,8.42500303035938,273
"43685",297,25,5.14029890998994,272
"43686",297,26,7.38839623240907,271
"43687",297,27,4.85081012091227,270
"43688",297,28,4.35299204889111,269
"43689",297,29,5.50696508308799,268
"43690",297,30,4.59191229628496,267
"43691",297,31,6.83336206294532,266
"43692",297,32,5.19355024646223,265
"43693",297,33,5.51577443841687,264
"43694",297,34,9.27540756265422,263
"43695",297,35,5.43376249849781,262
"43696",297,36,5.40871271061636,261
"43697",297,37,4.60791879406879,260
"43698",297,38,3.90718610654414,259
"43699",297,39,9.33562873364229,258
"43700",297,40,8.33306504078835,257
"43701",297,41,9.05578913154456,256
"43702",297,42,6.24734729209441,255
"43703",297,43,6.61442883880831,254
"43704",297,44,6.32606592556562,253
"43705",297,45,7.59747738429371,252
"43706",297,46,8.92524442027745,251
"43707",297,47,6.57641928571957,250
"43708",297,48,3.74805799769417,249
"43709",297,49,4.59348505962275,248
"43710",297,50,10.1489653751021,247
"43711",297,51,7.00093192977235,246
"43712",297,52,6.65590311980092,245
"43713",297,53,7.12225695773052,244
"43714",297,54,6.42297609657416,243
"43715",297,55,5.1979873361541,242
"43716",297,56,5.25900371261246,241
"43717",297,57,5.5631070928997,240
"43718",297,58,2.58577758254873,239
"43719",297,59,3.93556528539444,238
"43720",297,60,6.29638584051879,237
"43721",297,61,7.06099187456104,236
"43722",297,62,9.00704654440175,235
"43723",297,63,5.76496429266151,234
"43724",297,64,3.23670522548956,233
"43725",297,65,5.71779490692861,232
"43726",297,66,8.26316860964885,231
"43727",297,67,5.13384652187716,230
"43728",297,68,4.36947986440019,229
"43729",297,69,8.32025874613941,228
"43730",297,70,5.0106775108144,227
"43731",297,71,4.8530144242843,226
"43732",297,72,4.98722571733605,225
"43733",297,73,4.30779101748473,224
"43734",297,74,4.10273377032182,223
"43735",297,75,2.72816176033244,222
"43736",297,76,3.14843910527762,221
"43737",297,77,4.36200425149169,220
"43738",297,78,6.05288099551093,219
"43739",297,79,5.49559519923873,218
"43740",297,80,3.28509487496965,217
"43741",297,81,2.67453896593958,216
"43742",297,82,4.07217735961349,215
"43743",297,83,5.1616805258074,214
"43744",297,84,6.88574026099834,213
"43745",297,85,7.26614578657002,212
"43746",297,86,6.39539719354815,211
"43747",297,87,7.91880150349088,210
"43748",297,88,7.402709816428,209
"43749",297,89,4.38469082414129,208
"43750",297,90,5.8136132520631,207
"43751",297,91,5.48162904457873,206
"43752",297,92,4.32762383865726,205
"43753",297,93,4.17978370280215,204
"43754",297,94,7.32029783379874,203
"43755",297,95,5.41938969324486,202
"43756",297,96,5.13582007426123,201
"43757",297,97,2.11857289032451,200
"43758",297,98,4.19452085072323,199
"43759",297,99,2.94754502057973,198
"43760",297,100,1.47701284412483,197
"43761",297,101,4.96732149802296,196
"43762",297,102,2.89073871336455,195
"43763",297,103,2.7379163979233,194
"43764",297,104,1.76356033880697,193
"43765",297,105,2.34634292637681,192
"43766",297,106,4.2300386333373,191
"43767",297,107,4.57069631622025,190
"43768",297,108,2.94456921472387,189
"43769",297,109,1.79585442089303,188
"43770",297,110,4.57011155464314,187
"43771",297,111,5.19550546258175,186
"43772",297,112,3.99655595195709,185
"43773",297,113,2.35792225855907,184
"43774",297,114,2.89753409686238,183
"43775",297,115,2.98286176620846,182
"43776",297,116,5.42448998942375,181
"43777",297,117,5.03922144946769,180
"43778",297,118,5.27298327486465,179
"43779",297,119,4.41271885971478,178
"43780",297,120,3.44268695258472,177
"43781",297,121,0.386477537051703,176
"43782",297,122,2.47015732386525,175
"43783",297,123,5.63715428784537,174
"43784",297,124,3.90051288932404,173
"43785",297,125,4.77054770458601,172
"43786",297,126,2.95060651788398,171
"43787",297,127,3.08079362365937,170
"43788",297,128,2.61754854695974,169
"43789",297,129,3.18802036050264,168
"43790",297,130,3.10921434972544,167
"43791",297,131,2.22716746561155,166
"43792",297,132,2.26503890100543,165
"43793",297,133,2.06752339841999,164
"43794",297,134,1.99543478179692,163
"43795",297,135,2.48584506564681,162
"43796",297,136,1.87192597871498,161
"43797",297,137,3.95226868975876,160
"43798",297,138,2.97928391049744,159
"43799",297,139,1.4778948779526,158
"43800",297,140,1.71277024627293,157
"43801",297,141,3.04356410765271,156
"43802",297,142,2.61787727866724,155
"43803",297,143,4.11852108958305,154
"43804",297,144,3.9837492136063,153
"43805",297,145,3.78665845475755,152
"43806",297,146,5.19886030540296,151
"43807",297,147,5.5780885463383,150
"43808",297,148,4.49294923335262,149
"43809",297,149,4.36721653170161,148
"43810",297,150,4.55011461037619,147
"43811",297,151,5.77510199401689,146
"43812",297,152,6.47625152138733,145
"43813",297,153,8.71712148993601,144
"43814",297,154,6.86777137599903,143
"43815",297,155,4.62540502551052,142
"43816",297,156,3.90109255400737,141
"43817",297,157,4.12540973647682,140
"43818",297,158,5.60240992772886,139
"43819",297,159,6.04420411610852,138
"43820",297,160,7.11388778756002,137
"43821",297,161,5.78143483635728,136
"43822",297,162,5.18528546992924,135
"43823",297,163,4.05436695865807,134
"43824",297,164,6.86104851366766,133
"43825",297,165,6.12833274529606,132
"43826",297,166,4.98066590056479,131
"43827",297,167,4.1604112694993,130
"43828",297,168,3.10547227544868,129
"43829",297,169,4.01225983778154,128
"43830",297,170,4.28146761928159,127
"43831",297,171,3.10780527995951,126
"43832",297,172,3.89918707264558,125
"43833",297,173,5.33656622779547,124
"43834",297,174,6.23006879752307,123
"43835",297,175,6.22394656153843,122
"43836",297,176,6.43125006684655,121
"43837",297,177,5.26342886230357,120
"43838",297,178,4.10771017544177,119
"43839",297,179,5.44311405838257,118
"43840",297,180,7.21486339751197,117
"43841",297,181,6.33425685502004,116
"43842",297,182,6.20379070315799,115
"43843",297,183,5.98600418011801,114
"43844",297,184,5.7919712450796,113
"43845",297,185,5.08939010310999,112
"43846",297,186,5.56998407071758,111
"43847",297,187,4.65897779642249,110
"43848",297,188,5.42121887940376,109
"43849",297,189,5.27035072370731,108
"43850",297,190,5.41386376602182,107
"43851",297,191,6.28313800962459,106
"43852",297,192,7.88920069692548,105
"43853",297,193,7.50537468373242,104
"43854",297,194,5.42793907681615,103
"43855",297,195,6.73742631221512,102
"43856",297,196,5.02140923341146,101
"43857",297,197,5.64203066414361,100
"43858",297,198,6.55131921805965,99
"43859",297,199,6.46041497931152,98
"43860",297,200,6.13178921163056,97
"43861",297,201,5.65078226283631,96
"43862",297,202,8.44806683540626,95
"43863",297,203,8.29481546921275,94
"43864",297,204,8.16052149636545,93
"43865",297,205,8.14427774888417,92
"43866",297,206,5.15380661339597,91
"43867",297,207,6.87713763554629,90
"43868",297,208,7.47375643202642,89
"43869",297,209,7.07081671230798,88
"43870",297,210,8.10743204207031,87
"43871",297,211,7.52955668769522,86
"43872",297,212,7.40265039493748,85
"43873",297,213,6.35580655729882,84
"43874",297,214,7.46253179161976,83
"43875",297,215,4.94883908688413,82
"43876",297,216,4.80807810158624,81
"43877",297,217,5.35160692859042,80
"43878",297,218,5.43131868447607,79
"43879",297,219,5.79268849590228,78
"43880",297,220,6.53947614820056,77
"43881",297,221,6.5214705781165,76
"43882",297,222,7.44832444937566,75
"43883",297,223,6.39534571816759,74
"43884",297,224,5.9894733239965,73
"43885",297,225,4.84543194577329,72
"43886",297,226,4.62893667476332,71
"43887",297,227,4.40299731857634,70
"43888",297,228,6.18542030239971,69
"43889",297,229,5.37009646773839,68
"43890",297,230,5.92398508227218,67
"43891",297,231,3.72740312068324,66
"43892",297,232,4.25493228177384,65
"43893",297,233,5.58596400758905,64
"43894",297,234,7.30469657196801,63
"43895",297,235,5.14025858713043,62
"43896",297,236,5.95525163143281,61
"43897",297,237,4.55435532062734,60
"43898",297,238,4.12693273754969,59
"43899",297,239,7.03551927196704,58
"43900",297,240,7.22318252933578,57
"43901",297,241,4.67704899303078,56
"43902",297,242,4.03074516413584,55
"43903",297,243,4.36942184630717,54
"43904",297,244,3.99764050327738,53
"43905",297,245,3.20260770484625,52
"43906",297,246,4.36775698301276,51
"43907",297,247,5.04428870571939,50
"43908",297,248,4.33997544379405,49
"43909",297,249,4.7334632704404,48
"43910",297,250,2.80673770201384,47
"43911",297,251,3.83437852895287,46
"43912",297,252,3.0842789583334,45
"43913",297,253,3.25727245047352,44
"43914",297,254,3.14451668414226,43
"43915",297,255,3.50340951565285,42
"43916",297,256,3.30275206009252,41
"43917",297,257,4.15281973966264,40
"43918",297,258,4.1209671793352,39
"43919",297,259,1.88999417257207,38
"43920",297,260,1.66428450729949,37
"43921",297,261,1.88926241133612,36
"43922",297,262,2.27052922247775,35
"43923",297,263,2.27944452738968,34
"43924",297,264,2.81192291440427,33
"43925",297,265,2.7348573172659,32
"43926",297,266,3.02915044892982,31
"43927",297,267,3.04079676975547,30
"43928",297,268,3.43350247446827,29
"43929",297,269,2.96290011374468,28
"43930",297,270,2.8571005392063,27
"43931",297,271,3.0018082156023,26
"43932",297,272,3.28054896048252,25
"43933",297,273,3.53735707305043,24
"43934",297,274,3.16522183072264,23
"43935",297,275,3.45977072903122,22
"43936",297,276,1.69197459659903,21
"43937",297,277,1.83025950772647,20
"43938",297,278,2.84011840801864,19
"43939",297,279,1.64208682986984,18
"43940",297,280,2.68591728524591,17
"43941",297,281,2.42881854464807,16
"43942",297,282,2.20849917290878,15
"43943",297,283,2.77806995198625,14
"43944",297,284,2.14383168191228,13
"43945",297,285,3.66205038013652,12
"43946",297,286,2.81999637508636,11
"43947",297,287,3.0322866237674,10
"43948",297,288,4.49302576734512,9
"43949",297,289,4.85668303157488,8
"43950",297,290,2.98355299318092,7
"43951",297,291,1.75320827455548,6
"43952",297,292,3.45655876898002,5
"43953",297,293,5.02822763342059,4
"43954",297,294,3.25974392460216,3
"43955",297,295,1.8616420820015,2
"43956",297,296,1.07521043047105,1
"43957",298,1,3.08296241875312,297
"43958",298,2,3.50492518477468,296
"43959",298,3,7.17810503060625,295
"43960",298,4,4.76557309615573,294
"43961",298,5,5.67321822205346,293
"43962",298,6,5.79600072168066,292
"43963",298,7,5.38481974232708,291
"43964",298,8,7.23846793001271,290
"43965",298,9,9.97815992571274,289
"43966",298,10,7.22995627274188,288
"43967",298,11,5.83716153613234,287
"43968",298,12,7.33369065080874,286
"43969",298,13,8.32504442534374,285
"43970",298,14,5.97945320032975,284
"43971",298,15,4.77281179342637,283
"43972",298,16,5.29066615740205,282
"43973",298,17,6.0226748133464,281
"43974",298,18,5.96902859113588,280
"43975",298,19,4.27164656607139,279
"43976",298,20,4.65069466848852,278
"43977",298,21,8.97063265064359,277
"43978",298,22,8.39638161791144,276
"43979",298,23,8.77017196771827,275
"43980",298,24,7.12834726014044,274
"43981",298,25,4.58584524647461,273
"43982",298,26,7.88079400419687,272
"43983",298,27,5.45096110745658,271
"43984",298,28,5.9731811903591,270
"43985",298,29,4.93508221193812,269
"43986",298,30,5.65828717861277,268
"43987",298,31,5.32008544935961,267
"43988",298,32,6.93099764464221,266
"43989",298,33,6.00817221020467,265
"43990",298,34,7.7621309490685,264
"43991",298,35,4.9302126522818,263
"43992",298,36,6.04622667898716,262
"43993",298,37,3.74122730589271,261
"43994",298,38,5.19083364077151,260
"43995",298,39,7.82235212005658,259
"43996",298,40,6.81978842720264,258
"43997",298,41,7.54251251795885,257
"43998",298,42,5.97912030490089,256
"43999",298,43,5.1011522252226,255
"44000",298,44,4.81278931197991,254
"44001",298,45,6.084200770708,253
"44002",298,46,7.41196780669174,252
"44003",298,47,5.06314267213386,251
"44004",298,48,2.23478138410846,250
"44005",298,49,2.85603766144276,249
"44006",298,50,8.63568876151636,248
"44007",298,51,5.48765531618664,247
"44008",298,52,5.1426265062152,246
"44009",298,53,5.60898034414481,245
"44010",298,54,6.15474910938064,244
"44011",298,55,4.6860823097686,243
"44012",298,56,4.94586974959915,242
"44013",298,57,4.04983047931399,241
"44014",298,58,2.91715618120509,240
"44015",298,59,4.42796305718224,239
"44016",298,60,4.78310922693308,238
"44017",298,61,5.54771526097533,237
"44018",298,62,7.49376993081604,236
"44019",298,63,4.2516876790758,235
"44020",298,64,3.72910299727736,234
"44021",298,65,6.21019267871641,233
"44022",298,66,6.74989199606314,232
"44023",298,67,4.81729082106987,231
"44024",298,68,4.86187763618798,230
"44025",298,69,6.8069821325537,229
"44026",298,70,3.85570782388378,228
"44027",298,71,3.33973781069858,227
"44028",298,72,3.47394910375034,226
"44029",298,73,3.56787786631268,225
"44030",298,74,3.0296094099654,224
"44031",298,75,3.22055953212023,223
"44032",298,76,1.63516249169191,222
"44033",298,77,2.62455685331171,221
"44034",298,78,4.31543359733095,220
"44035",298,79,3.98231858565302,219
"44036",298,80,3.31102672437984,218
"44037",298,81,1.18366325823075,217
"44038",298,82,4.56457513140129,216
"44039",298,83,5.6540782975952,215
"44040",298,84,5.37246364741263,214
"44041",298,85,5.75286917298431,213
"44042",298,86,4.88212057996244,212
"44043",298,87,6.40552488990517,211
"44044",298,88,5.88943320284229,210
"44045",298,89,3.19075485555928,209
"44046",298,90,6.30601102385089,208
"44047",298,91,4.81992300236224,207
"44048",298,92,3.22892533485676,206
"44049",298,93,2.66650708921644,205
"44050",298,94,5.58285043561876,204
"44051",298,95,4.16381761869665,203
"44052",298,96,3.62254346067552,202
"44053",298,97,0.71834072741988,201
"44054",298,98,4.68691862251102,200
"44055",298,99,4.31326709784778,199
"44056",298,100,2.48679836752268,198
"44057",298,101,4.49431514891675,197
"44058",298,102,2.7163797354658,196
"44059",298,103,3.2303141697111,195
"44060",298,104,1.29365782806042,194
"44061",298,105,1.48294805573693,193
"44062",298,106,4.72243640512509,192
"44063",298,107,3.05741970263454,191
"44064",298,108,1.28752227605959,190
"44065",298,109,0.861411052374704,189
"44066",298,110,2.83266415646316,188
"44067",298,111,3.68222884899604,187
"44068",298,112,3.91750204321196,186
"44069",298,113,2.85032003034686,185
"44070",298,114,3.1657610840559,184
"44071",298,115,3.25108875340198,183
"44072",298,116,5.11567179257607,182
"44073",298,117,5.30744843666121,181
"44074",298,118,4.5831883270471,180
"44075",298,119,2.67527146153479,179
"44076",298,120,1.70523955440474,178
"44077",298,121,1.98946571628276,177
"44078",298,122,2.17253957995602,176
"44079",298,123,4.89693713292197,175
"44080",298,124,3.9223033947906,174
"44081",298,125,3.25727109100029,173
"44082",298,126,1.213159119704,172
"44083",298,127,1.50482343436759,171
"44084",298,128,2.24280259175225,170
"44085",298,129,1.45057296232265,169
"44086",298,130,2.61681657793765,168
"44087",298,131,1.82110828834562,167
"44088",298,132,2.20272479025681,166
"44089",298,133,2.33575038561351,165
"44090",298,134,3.08842326052187,164
"44091",298,135,3.10987855096883,163
"44092",298,136,3.17505852487032,162
"44093",298,137,4.22049567695229,161
"44094",298,138,3.24751089769096,160
"44095",298,139,2.99117149153831,159
"44096",298,140,2.35832060656019,158
"44097",298,141,2.55325982935699,157
"44098",298,142,3.06867893974711,156
"44099",298,143,4.38674807677658,155
"44100",298,144,3.83179114158444,154
"44101",298,145,3.35842936500716,153
"44102",298,146,4.19533166201188,152
"44103",298,147,4.25521925794353,151
"44104",298,148,4.18972454001322,150
"44105",298,149,4.63544351889513,149
"44106",298,150,4.56908340029083,148
"44107",298,151,5.46758564828387,147
"44108",298,152,5.46711592856608,146
"44109",298,153,6.97967409175603,145
"44110",298,154,5.13032397781905,144
"44111",298,155,4.01985875844829,143
"44112",298,156,3.28884363769107,142
"44113",298,157,3.55227336024493,141
"44114",298,158,3.86496252954888,140
"44115",298,159,5.08295539551115,139
"44116",298,160,5.81277740276593,138
"44117",298,161,4.72298245441725,137
"44118",298,162,4.18075627405925,136
"44119",298,163,4.07806025685532,135
"44120",298,164,5.12360111548767,134
"44121",298,165,4.39088534711608,133
"44122",298,166,3.24321850238481,132
"44123",298,167,3.30254229799559,131
"44124",298,168,3.50090201805341,130
"44125",298,169,4.14252048862433,129
"44126",298,170,4.37732893039534,128
"44127",298,171,3.31956643871676,127
"44128",298,172,4.14501315396221,126
"44129",298,173,4.73641524125116,125
"44130",298,174,5.57388865444274,124
"44131",298,175,4.48649916335845,123
"44132",298,176,4.69380266866657,122
"44133",298,177,4.77103109051577,121
"44134",298,178,4.09151317348348,120
"44135",298,179,4.43893272560414,119
"44136",298,180,5.47741599933199,118
"44137",298,181,4.59680945684006,117
"44138",298,182,5.7113929313702,116
"44139",298,183,5.49360640833021,115
"44140",298,184,4.85567221116299,114
"44141",298,185,4.79868115974558,113
"44142",298,186,4.88338706543119,112
"44143",298,187,4.97697154252375,111
"44144",298,188,4.25872593058365,110
"44145",298,189,5.34810278133779,109
"44146",298,190,3.67641636784183,108
"44147",298,191,4.5456906114446,107
"44148",298,192,6.32542082593992,106
"44149",298,193,5.76792728555244,105
"44150",298,194,4.34202231487343,104
"44151",298,195,4.99997891403514,103
"44152",298,196,3.28396183523148,102
"44153",298,197,3.90458326596363,101
"44154",298,198,4.81387181987967,100
"44155",298,199,5.10393088617952,99
"44156",298,200,5.70201465236598,98
"44157",298,201,6.29007395325402,97
"44158",298,202,7.62941961806995,96
"44159",298,203,7.43025018699126,95
"44160",298,204,7.34483116187284,94
"44161",298,205,6.40683035070419,93
"44162",298,206,6.4653943985583,92
"44163",298,207,5.13969023736631,91
"44164",298,208,5.73630903384644,90
"44165",298,209,5.33336931412799,89
"44166",298,210,6.36998464389033,88
"44167",298,211,5.79210928951524,87
"44168",298,212,5.71319356544286,86
"44169",298,213,4.87693598475634,85
"44170",298,214,5.72508439343977,84
"44171",298,215,4.48468844022809,83
"44172",298,216,4.88022320978654,82
"44173",298,217,3.72059744813041,81
"44174",298,218,5.46984898793915,80
"44175",298,219,5.80321094405829,79
"44176",298,220,4.80202875002058,78
"44177",298,221,5.18815839167879,77
"44178",298,222,5.71087705119568,76
"44179",298,223,4.70633107819473,75
"44180",298,224,5.31944542020202,74
"44181",298,225,4.54220725243388,73
"44182",298,226,4.89716366195684,72
"44183",298,227,3.86446899207633,71
"44184",298,228,4.44797290421973,70
"44185",298,229,4.23067138101921,69
"44186",298,230,4.61231624681586,68
"44187",298,231,4.04595281906278,67
"44188",298,232,4.45163800709928,66
"44189",298,233,5.82618313947552,65
"44190",298,234,5.56724917378803,64
"44191",298,235,3.92030298515387,63
"44192",298,236,4.21780423325283,62
"44193",298,237,4.81698880431258,61
"44194",298,238,5.49454967924803,60
"44195",298,239,7.30374625916056,59
"44196",298,240,5.4857351311558,58
"44197",298,241,3.11733577145084,57
"44198",298,242,3.37666209427313,56
"44199",298,243,3.87702407451937,55
"44200",298,244,3.12537850589237,54
"44201",298,245,3.56102019072142,53
"44202",298,246,3.89086476247893,52
"44203",298,247,4.90913803606615,51
"44204",298,248,4.60820243098757,50
"44205",298,249,5.00169025763393,49
"44206",298,250,4.32001431559955,48
"44207",298,251,4.10260551614639,47
"44208",298,252,4.4522312861494,46
"44209",298,253,3.61844083739129,45
"44210",298,254,3.87345233583322,44
"44211",298,255,3.94223595653961,43
"44212",298,256,3.41631176383894,42
"44213",298,257,3.41260258473924,41
"44214",298,258,3.54323054458968,40
"44215",298,259,0.284445687191913,39
"44216",298,260,1.20979319264255,38
"44217",298,261,1.12103740110566,37
"44218",298,262,1.82305689139661,36
"44219",298,263,3.37232896152128,35
"44220",298,264,4.32519952798998,34
"44221",298,265,4.00537188340419,33
"44222",298,266,4.54242706251553,32
"44223",298,267,4.55407338334118,31
"44224",298,268,4.94677908805398,30
"44225",298,269,4.47617672733039,29
"44226",298,270,4.37037715279201,28
"44227",298,271,3.73899019619875,27
"44228",298,272,2.56835310678807,26
"44229",298,273,2.13045077281258,25
"44230",298,274,3.41111551641138,24
"44231",298,275,3.95216850081901,23
"44232",298,276,3.27815537346147,22
"44233",298,277,1.2637233259194,21
"44234",298,278,1.43881905721096,20
"44235",298,279,0.72929687862793,19
"44236",298,280,3.01708222952027,18
"44237",298,281,2.98968017265288,17
"44238",298,282,3.12231625065451,16
"44239",298,283,3.77592404157505,15
"44240",298,284,3.02633794827845,14
"44241",298,285,3.93027736733004,13
"44242",298,286,3.73514663261791,12
"44243",298,287,2.5497874538034,11
"44244",298,288,2.75557836916514,10
"44245",298,289,3.11923563339489,9
"44246",298,290,1.24610559500094,8
"44247",298,291,2.31967685199046,7
"44248",298,292,3.72478575617355,6
"44249",298,293,3.4700547118652,5
"44250",298,294,1.74646731101645,4
"44251",298,295,1.67745210665106,3
"44252",298,296,2.39807971886582,2
"44253",298,297,1.73744739817998,1
"44254",299,1,2.66848890449589,298
"44255",299,2,3.57917220370173,297
"44256",299,3,8.23619015458257,296
"44257",299,4,5.65817529439965,295
"44258",299,5,6.73130334602978,294
"44259",299,6,6.38546899718246,293
"44260",299,7,6.4429048663034,292
"44261",299,8,8.29655305398903,291
"44262",299,9,11.0362450496891,290
"44263",299,10,8.2880413967182,289
"44264",299,11,5.57352640516891,288
"44265",299,12,8.39177577478506,287
"44266",299,13,9.38312954932006,286
"44267",299,14,6.56892147583155,285
"44268",299,15,5.60472998259552,284
"44269",299,16,6.34875128137837,283
"44270",299,17,7.08075993732272,282
"44271",299,18,5.24751948188567,281
"44272",299,19,4.01875430529571,280
"44273",299,20,5.70877979246484,279
"44274",299,21,10.0287177746199,278
"44275",299,22,9.45446674188776,277
"44276",299,23,9.8282570916946,276
"44277",299,24,7.96981154074999,275
"44278",299,25,5.17531352197641,274
"44279",299,26,7.62790174342119,273
"44280",299,27,5.17205140922054,272
"44281",299,28,5.2516720811089,271
"44282",299,29,5.13701212658533,270
"44283",299,30,4.93677806936256,269
"44284",299,31,6.37817057333593,268
"44285",299,32,6.20948853539201,267
"44286",299,33,5.75527994942899,266
"44287",299,34,8.82021607304483,265
"44288",299,35,5.5196809277836,264
"44289",299,36,5.64821822162847,263
"44290",299,37,4.3306955813945,262
"44291",299,38,4.46932453152131,261
"44292",299,39,8.8804372440329,260
"44293",299,40,7.87787355117896,259
"44294",299,41,8.60059764193517,258
"44295",299,42,6.56858858040269,257
"44296",299,43,6.15923734919892,256
"44297",299,44,5.87087443595623,255
"44298",299,45,7.14228589468432,254
"44299",299,46,8.47005293066806,253
"44300",299,47,6.12122779611018,252
"44301",299,48,3.29286650808478,251
